Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),02/12/2019,01/01/2020,03/02/2020,02/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,03/08/2020,01/09/2020,01/10/2020,02/11/2020
ADI US Equity,ANALOG DEVICES,51002941440.00,322.00,Technology,NASDAQ GS,UNITED STATES,US,4.440000057,140.38,79.07,03/18/2020,11/09/2020,24.51,111.26,118.84,110.00,111.27,84.09,103.64,112.78,120.37,116.57,118.76,118.99,118.48
ITUB4 BZ Equity,ITAU UNIBAN-PREF,50850607104.00,323.00,Financial,B3 Day,BRAZIL,BR,4.199999809,9.46,3.51,03/23/2020,01/03/2020,-14.61,8.35,9.23,7.76,7.11,4.06,4.15,4.39,4.90,5.13,4.56,3.99,4.09
LONN SW Equity,LONZA GROUP -REG,50599829504.00,324.00,"Consumer, Non-cyclical",SIX-SW,SWITZERLAND,CH,3.739130497,700.34,317.65,03/16/2020,11/05/2020,76.54,336.56,365.67,411.45,409.14,408.64,438.73,490.48,530.88,633.59,608.48,627.56,611.54
RI FP Equity,PERNOD RICARD SA,50453336064.00,325.00,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,3.730769157,192.43,124.74,03/16/2020,11/19/2019,-3.70,179.64,178.75,173.63,166.86,140.50,152.84,157.77,158.32,176.29,168.81,159.26,162.79
BIDU US Equity,BAIDU INC-SP ADR,50424623104.00,326.00,Communications,NASDAQ GS,CHINA,KY,4.307692528,151.18,82.00,03/18/2020,11/16/2020,17.97,117.44,126.40,130.49,120.77,97.68,96.02,107.10,120.63,120.55,126.93,126.45,134.05
DELL US Equity,DELL TECHN-C,50291404800.00,327.00,Technology,New York,UNITED STATES,US,4.099999905,71.45,25.51,03/18/2020,10/14/2020,21.86,47.72,51.39,49.18,42.39,36.90,40.00,49.37,54.28,60.48,66.37,67.54,60.29
EFA US Equity,ISHARES MSCI EAF,50254528512.00,328.00,Funds,NYSE Arca,UNITED STATES,US,0,70.42,45.72,03/18/2020,01/17/2020,5.29,67.83,69.44,67.64,63.04,51.09,55.34,60.97,61.10,63.26,65.05,64.02,62.19
IJH US Equity,ISHARES-C S&P MC,50054643712.00,329.00,Funds,NYSE Arca,UNITED STATES,US,0,216.81,117.87,03/23/2020,11/09/2020,9.17,199.72,205.82,202.68,187.61,135.43,158.66,178.37,176.49,188.12,193.99,187.77,193.20
883 HK Equity,CNOOC,49990316032.00,330.00,Energy,Hong Kong,CHINA,HK,4.86956501,1.81,0.80,03/19/2020,01/08/2020,-20.62,1.45,1.66,1.50,1.43,1.04,1.13,1.16,1.11,1.05,1.13,0.96,0.91
NVTK RM Equity,NOVATEK PJSC,49864757248.00,331.00,Energy,MICEX Main,RUSSIA,RU,4.5,21.96,8.60,03/19/2020,01/09/2020,-2.41,19.60,20.37,17.87,14.98,11.31,13.74,15.00,14.45,14.54,15.01,13.55,12.73
EQNR NO Equity,EQUINOR ASA,49847525376.00,332.00,Energy,Oslo,NORWAY,NO,3.599999905,21.12,8.75,03/16/2020,01/08/2020,-17.66,18.52,19.97,17.97,15.53,12.86,13.87,14.66,14.46,14.87,16.14,13.91,13.09
2202 HK Equity,CHINA VANKE-H,49799680000.00,333.00,Financial,Hong Kong,CHINA,CN,4.153846264,4.47,2.79,03/19/2020,01/02/2020,5.31,3.81,4.27,3.59,4.00,3.28,3.33,3.35,3.16,3.15,3.08,3.05,3.16
IJR US Equity,ISHARES CORE S&P,49579491328.00,334.00,Funds,NYSE Arca,UNITED STATES,US,0,85.92,47.52,03/23/2020,01/17/2020,5.86,80.90,83.85,81.24,74.65,52.19,60.74,66.87,67.31,72.02,74.82,71.23,73.54
SHL GR Equity,SIEMENS HEALTHIN,49248493568.00,335.00,"Consumer, Non-cyclical",Xetra,GERMANY,DE,3.739130497,55.68,31.80,03/16/2020,05/27/2020,-8.92,47.99,48.02,44.74,41.49,38.66,44.18,51.78,48.21,48.40,45.03,45.23,42.70
8035 JP Equity,TOKYO ELECTRON,49172758528.00,336.00,Technology,Tokyo,JAPAN,JP,4.583333492,321.14,147.17,03/23/2020,11/16/2020,47.07,206.99,220.20,221.50,216.50,182.67,202.99,208.73,258.19,272.98,259.53,258.93,265.90
IWM US Equity,ISHARES RUSSELL,49159106560.00,337.00,Funds,NYSE Arca,UNITED STATES,US,0,178.10,95.69,03/19/2020,11/09/2020,13.09,160.19,165.67,162.32,151.03,106.66,125.14,140.23,141.82,149.76,157.21,152.18,155.82
WBC AU Equity,WESTPAC BANKING,49019305984.00,338.00,Financial,ASE,AUSTRALIA,AU,3.933333397,17.73,7.81,03/23/2020,11/18/2019,-21.15,16.77,17.00,16.59,15.15,10.17,9.85,11.78,12.65,11.73,12.58,12.16,12.53
RJHI AB Equity,AL RAJHI BANK,48594817024.00,339.00,Financial,Saudi Arabia,SAUDI ARABIA,SA,3.333333254,19.65,13.57,03/16/2020,11/16/2020,17.27,16.69,17.35,17.54,15.91,14.31,15.22,15.48,15.22,15.70,16.90,17.57,17.97
NESTE FH Equity,NESTE OYJ,48379604992.00,340.00,Energy,Helsinki,FINLAND,FI,3.680000067,64.28,21.76,03/19/2020,11/11/2020,76.48,33.38,34.79,39.59,39.48,31.80,35.52,39.91,39.87,46.30,53.82,54.79,52.55
SAN SM Equity,BANCO SANTANDER,48376893440.00,341.00,Financial,Soc.Bol SIBE,SPAIN,ES,3.448275805,4.15,1.68,09/24/2020,02/17/2020,-31.73,3.70,4.01,3.78,3.49,2.25,2.15,2.21,2.31,2.09,2.14,1.78,1.99
PHIA NA Equity,KONINKLIJKE PHIL,48375906304.00,342.00,"Consumer, Non-cyclical",EN Amsterdam,NETHERLANDS,NL,4.192307472,54.06,29.44,03/16/2020,07/20/2020,8.16,44.77,47.83,45.51,41.87,38.32,42.77,44.63,47.46,52.73,47.70,47.40,46.69
KMB US Equity,KIMBERLY-CLARK,48330027008.00,343.00,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.666666746,160.16,110.66,03/24/2020,08/12/2020,9.83,136.30,137.55,143.78,141.10,125.66,136.78,141.28,141.89,151.60,154.26,147.63,134.35
DSY FP Equity,DASSAULT SYSTEME,48100122624.00,344.00,Technology,EN Paris,FRANCE,FR,3.307692289,193.45,115.43,03/16/2020,01/24/2020,12.12,154.61,164.34,175.12,157.64,144.70,146.74,167.23,172.85,183.46,189.63,188.98,169.13
LU US Equity,LUFAX HOLDING,48080240640.00,345.00,Communications,New York,CHINA,KY,1,20.17,11.56,10/30/2020,11/13/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80
WALMEX* MM Equity,WALMART DE MEXIC,47790583808.00,346.00,"Consumer, Cyclical",BMV Mexico,MEXICO,MX,4.125,3.16,1.97,03/17/2020,04/29/2020,4.42,2.77,2.86,2.92,2.94,2.29,2.35,2.56,2.45,2.39,2.44,2.41,2.39
CFR SW Equity,CIE FINANCI-REG,47741763584.00,347.00,"Consumer, Cyclical",SIX-SW,SWITZERLAND,CH,3.214285612,84.88,47.13,03/16/2020,01/17/2020,1.60,75.62,78.75,73.43,67.31,52.09,57.07,58.13,63.54,61.66,66.59,67.65,62.98
AON US Equity,AON PLC-CLASS A,47559057408.00,348.00,Financial,New York,UNITED STATES,IE,3.5,238.19,143.93,03/23/2020,02/19/2020,2.59,201.60,208.29,225.03,221.06,153.68,178.21,196.14,191.14,200.23,202.65,206.18,180.64
TEAM US Equity,ATLASSIAN CORP-A,47213805568.00,349.00,Technology,NASDAQ GS,AUSTRALIA,GB,4.363636494,216.29,110.01,03/16/2020,10/20/2020,58.36,120.84,120.34,149.40,146.82,134.05,154.59,188.32,185.61,177.95,196.41,186.01,184.29
QNBK QD Equity,QATAR NATIONAL B,47212576768.00,350.00,Financial,Qatar,QATAR,QA,3.299999952,5.80,4.28,03/12/2020,01/13/2020,-4.81,5.29,5.63,5.54,4.95,4.59,4.69,4.77,4.78,4.91,4.88,4.89,4.84
KMB IN Equity,KOTAK MAHINDRA,47061925888.00,351.00,Financial,Natl India,INDIA,IN,4.106382847,24.41,13.34,03/19/2020,11/11/2020,12.47,22.79,23.46,23.51,22.01,15.43,17.89,16.52,17.97,17.40,19.58,17.82,21.22
VOLVB SS Equity,VOLVO AB-B,46911688704.00,352.00,"Consumer, Cyclical",Stockholm,SWEDEN,SE,4.039999962,23.26,9.26,03/23/2020,11/09/2020,34.99,15.45,16.75,17.25,15.68,11.22,12.82,14.75,15.83,17.73,19.02,19.60,20.10
6954 JP Equity,FANUC CORP,46839799808.00,353.00,Industrial,Tokyo,JAPAN,JP,3.636363745,237.01,108.34,03/19/2020,11/12/2020,20.67,194.79,187.11,187.54,168.24,127.85,160.70,178.56,177.67,173.44,176.15,190.62,212.21
ETN US Equity,EATON CORP PLC,46835499008.00,354.00,Industrial,New York,UNITED STATES,IE,4.166666508,119.48,56.42,03/23/2020,11/09/2020,35.36,91.98,94.72,95.49,95.68,73.14,82.07,84.66,87.10,94.87,103.43,100.59,107.34
SPOT US Equity,SPOTIFY TECHNOLO,46609756160.00,355.00,Communications,New York,SWEDEN,LU,3.625,299.67,109.18,03/16/2020,07/22/2020,82.48,142.53,149.55,146.50,139.34,121.61,144.84,182.71,258.90,254.43,291.75,250.19,231.60
EMR US Equity,EMERSON ELEC CO,46606192640.00,356.00,Industrial,New York,UNITED STATES,US,3.692307711,78.38,37.75,03/23/2020,01/17/2020,8.62,73.36,76.26,72.60,66.30,45.70,53.79,60.40,61.21,62.77,70.13,64.63,67.96
DD US Equity,DUPONT DE NEMOUR,46540742656.00,357.00,Basic Materials,New York,UNITED STATES,US,4.782608509,66.96,28.33,03/23/2020,11/18/2019,-3.84,64.86,64.20,51.81,44.95,32.52,45.07,50.88,52.32,52.46,57.26,54.53,58.80
AMXL MM Equity,AMERICA MOVIL-L,46423429120.00,358.00,Communications,BMV Mexico,MEXICO,MX,4.466666698,0.90,0.51,04/16/2020,03/04/2020,-2.91,0.75,0.80,0.83,0.81,0.56,0.59,0.69,0.64,0.63,0.62,0.61,0.60
3328 HK Equity,BANKCOMM-H,46156230656.00,359.00,Financial,Hong Kong,CHINA,CN,3.555555582,0.73,0.47,09/24/2020,01/03/2020,-15.46,0.66,0.71,0.64,0.65,0.60,0.63,0.62,0.62,0.55,0.52,0.48,0.51
600104 CH Equity,SAIC MOTOR-A,46153625600.00,360.00,"Consumer, Cyclical",Shanghai,CHINA,CN,4.536585331,4.36,2.39,07/01/2020,11/06/2020,25.27,3.29,3.43,2.92,3.33,2.78,2.68,2.57,2.44,2.63,2.79,2.82,3.60
ABX CN Equity,BARRICK GOLD CRP,45945577472.00,361.00,Basic Materials,Toronto,CANADA,CA,4.360000134,31.30,12.53,03/16/2020,08/18/2020,41.10,16.89,18.58,18.31,19.86,18.91,26.88,24.71,26.90,28.88,29.35,28.22,27.11
7741 JP Equity,HOYA CORP,45897711616.00,362.00,Industrial,Tokyo,JAPAN,JP,4.411764622,124.55,71.87,03/13/2020,11/09/2020,29.50,91.94,96.18,97.45,91.23,85.56,90.48,95.32,94.35,97.75,100.22,112.36,116.31
DBS SP Equity,DBS GROUP HLDGS,45824069632.00,363.00,Financial,Singapore,SINGAPORE,SG,4.449999809,19.63,11.42,03/23/2020,11/18/2019,-1.26,18.39,19.22,18.19,17.31,12.64,14.09,13.96,15.10,14.13,15.34,14.97,15.09
VOD LN Equity,VODAFONE GROUP,45446111232.00,364.00,Communications,London,BRITAIN,GB,4.423077106,2.07,1.12,03/17/2020,11/27/2019,-16.01,1.92,1.95,1.96,1.71,1.36,1.38,1.69,1.60,1.53,1.44,1.31,1.37
207940 KS Equity,SAMSUNG BIOLOGIC,45330374656.00,365.00,"Consumer, Non-cyclical",Korea SE,SOUTH KOREA,KR,4.625,721.62,280.04,03/19/2020,06/15/2020,100.00,328.78,374.57,402.31,392.04,365.74,474.60,513.78,626.01,616.20,658.69,593.20,615.14
CP CN Equity,CANADIAN PACIFIC,45262843904.00,366.00,Industrial,Toronto,CANADA,CA,4,339.03,173.14,03/18/2020,11/16/2020,41.08,235.65,254.93,265.53,253.04,209.81,221.43,248.83,254.29,274.82,296.10,301.69,313.16
TAL US Equity,TAL EDUCATIO-ADR,45132599296.00,367.00,"Consumer, Non-cyclical",New York,CHINA,KY,4.729729652,83.68,43.11,11/25/2019,09/02/2020,68.43,44.69,48.20,55.29,58.00,51.57,49.90,61.03,69.95,80.97,78.20,76.74,66.34
ICICIBC IN Equity,ICICI BANK LTD,45103120384.00,368.00,Financial,Natl India,INDIA,IN,4.962963104,7.75,3.53,03/24/2020,12/30/2019,-2.99,7.13,7.52,7.23,6.97,4.06,5.01,4.49,4.82,4.56,5.35,5.04,5.60
REL LN Equity,RELX PLC,44955676672.00,369.00,"Consumer, Non-cyclical",London,BRITAIN,GB,3.565217495,27.24,16.49,03/16/2020,02/19/2020,-2.55,23.77,25.26,26.23,24.15,20.60,22.50,23.66,23.32,21.78,22.32,22.21,20.24
RKT US Equity,ROCKET COS INC-A,44947836928.00,370.00,Financial,New York,UNITED STATES,US,3.714285612,34.42,17.50,08/06/2020,09/02/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.71,22.66,18.93
ABEV3 BZ Equity,AMBEV SA,44821581824.00,371.00,"Consumer, Non-cyclical",B3 Day,BRAZIL,BR,3.470588207,4.82,1.86,03/19/2020,01/14/2020,-14.48,4.26,4.64,4.15,3.28,2.22,2.07,2.34,2.70,2.58,2.37,2.25,2.12
LKOH RM Equity,LUKOIL,44793323520.00,372.00,Energy,MICEX Main,RUSSIA,RU,4.529411793,109.89,45.57,03/19/2020,01/22/2020,-11.00,95.93,99.58,103.39,83.35,59.32,63.95,76.75,75.13,68.70,67.18,56.88,51.65
603259 CH Equity,WUXI APPTEC CO-A,44737536000.00,373.00,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.90625,18.42,8.58,03/19/2020,11/11/2020,55.68,8.92,9.45,9.36,11.30,9.10,10.29,10.93,13.40,16.18,15.77,14.95,17.05
1876 HK Equity,BUDWEISER BREWIN,44672528384.00,374.00,"Consumer, Non-cyclical",Hong Kong,HONG KONG,KY,4.550000191,3.77,2.32,04/06/2020,11/18/2019,-5.28,3.60,3.37,3.05,2.98,2.50,2.73,2.87,2.91,3.57,3.30,2.90,2.82
BN FP Equity,DANONE,44668616704.00,375.00,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,4.060606003,84.01,53.66,10/29/2020,11/18/2019,-26.65,81.11,82.87,80.47,70.55,61.79,69.51,68.89,68.58,66.76,65.06,64.90,55.58
LVS US Equity,LAS VEGAS SANDS,44592287744.00,376.00,"Consumer, Cyclical",New York,UNITED STATES,US,4.444444656,74.29,33.30,03/18/2020,01/17/2020,-2.49,62.69,69.04,66.56,58.26,40.30,45.61,49.03,45.04,44.00,49.65,46.22,49.17
PRU LN Equity,PRUDENTIAL PLC,44558278656.00,377.00,Financial,London,BRITAIN,GB,3.904761791,19.53,7.89,03/19/2020,02/20/2020,-0.84,17.46,19.21,17.79,16.27,11.76,13.30,13.58,15.20,15.07,15.99,14.28,12.36
KNEBV FH Equity,KONE OYJ-B,44453842944.00,378.00,Industrial,Helsinki,FINLAND,FI,2.441176414,89.44,47.30,03/16/2020,09/29/2020,28.09,61.80,65.36,64.30,56.41,56.20,60.79,67.67,68.82,81.30,86.38,86.80,80.68
AEP US Equity,AMERICAN ELECTRI,44282908672.00,379.00,Utilities,NASDAQ GS,UNITED STATES,US,4.157894611,104.97,65.14,03/23/2020,02/04/2020,-6.11,90.28,94.51,104.22,95.09,74.57,81.39,86.14,82.00,85.77,77.82,83.06,91.23
BMO CN Equity,BANK OF MONTREAL,44255354880.00,380.00,Financial,Toronto,CANADA,CA,3.384615421,80.03,38.46,03/23/2020,01/22/2020,-4.01,75.73,77.50,75.67,69.04,47.21,48.67,50.81,53.21,54.67,62.70,57.98,59.99
000568 CH Equity,LUZHOU LAOJIAO-A,44228087808.00,381.00,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.685714245,30.63,9.13,03/19/2020,11/16/2020,125.93,11.61,12.45,10.59,11.18,10.40,11.21,12.52,14.18,16.83,21.64,21.14,26.59
2963 HK Equity,WUXI BIOLOGICS C,44227796992.00,382.00,"Consumer, Non-cyclical",Hong Kong,CHINA,KY,4.818181992,11.05,3.62,11/18/2019,11/16/2020,179.70,3.72,4.22,4.28,5.00,4.54,5.20,5.47,6.10,6.96,8.53,8.11,9.28
MNST US Equity,MONSTER BEVERAGE,44123283456.00,383.00,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4,88.40,50.06,03/20/2020,11/09/2020,42.98,59.81,63.55,67.42,64.77,53.10,59.52,72.59,69.03,77.84,84.84,81.48,77.92
NG/ LN Equity,NATIONAL GRID PL,44115005440.00,384.00,Utilities,London,BRITAIN,GB,4.300000191,13.90,9.16,03/24/2020,02/19/2020,9.33,11.37,12.52,13.12,12.89,11.30,11.64,11.58,12.37,12.00,11.16,11.73,11.93
600309 CH Equity,WANHUA CHEMIC-A,44033265664.00,385.00,Basic Materials,Shanghai,CHINA,CN,4.666666508,14.08,5.30,03/23/2020,11/16/2020,102.78,7.00,8.07,6.91,7.21,5.83,6.37,6.72,7.36,9.68,10.88,10.20,11.89
ANZ AU Equity,AUST AND NZ BANK,43939508224.00,386.00,Financial,ASE,AUSTRALIA,AU,4.333333492,18.09,8.18,03/23/2020,02/21/2020,-7.39,17.03,17.28,16.91,15.90,10.38,10.12,12.24,13.06,12.25,13.11,12.49,13.56
GD US Equity,GENERAL DYNAMICS,43886649344.00,387.00,Industrial,New York,UNITED STATES,US,3.954545498,190.08,100.55,03/23/2020,02/13/2020,-16.55,177.99,176.35,176.62,165.03,127.40,127.80,147.27,147.14,147.72,150.19,138.22,136.09
HEN3 GR Equity,HENKEL AG -PFD,43844268032.00,388.00,"Consumer, Non-cyclical",Xetra,GERMANY,DE,3.033333302,112.48,66.82,03/18/2020,12/02/2019,-5.64,104.19,103.39,102.56,94.36,76.47,88.52,89.82,94.64,98.79,102.25,105.14,98.47
TAQA UH Equity,ABU DHABI NATION,43773747200.00,389.00,Utilities,Abu Dhabi,UAE,AE,1,0.48,0.11,01/06/2020,11/08/2020,160.34,0.16,0.14,0.15,0.18,0.16,0.19,0.18,0.18,0.39,0.40,0.38,0.38
601601 CH Equity,CHINA PACIFIC-A,43633946624.00,390.00,Financial,Shanghai,CHINA,CN,4.324324131,5.75,3.66,03/23/2020,01/03/2020,1.27,4.90,5.43,4.67,4.65,3.94,4.36,4.05,4.00,4.31,4.52,4.60,4.67
601816 CH Equity,BEIJING-SHANGH-A,43516059648.00,391.00,Industrial,Shanghai,CHINA,CN,4.8125,1.18,0.82,10/22/2020,02/10/2020,0.00,0.00,0.00,0.90,1.02,0.87,0.92,0.89,0.89,0.90,0.91,0.86,0.83
6066 HK Equity,CSC FINANCIAL-H,43479502848.00,392.00,Financial,Hong Kong,CHINA,CN,4,1.77,0.67,12/03/2019,07/06/2020,90.11,0.68,0.86,0.79,0.91,0.80,0.92,0.95,1.13,1.52,1.48,1.40,1.25
914 HK Equity,CONCH CEMENT-H,43436855296.00,393.00,Industrial,Hong Kong,CHINA,CN,4.774193764,8.01,5.75,03/19/2020,08/04/2020,10.10,6.49,7.29,6.44,7.74,6.97,7.87,7.59,6.73,7.88,7.34,6.88,6.22
300015 CH Equity,AIER EYE HSPTL-A,43431714816.00,394.00,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.925925732,10.64,3.71,03/23/2020,11/10/2020,78.58,4.37,4.37,4.03,4.64,4.22,4.83,5.66,6.15,6.71,7.87,7.57,9.59
ILMN US Equity,ILLUMINA INC,43322580992.00,395.00,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.210526228,404.20,196.78,03/18/2020,08/05/2020,-3.86,319.67,331.74,293.41,278.28,256.46,305.88,365.41,368.55,397.86,347.84,309.61,292.88
601138 CH Equity,FOXCONN INDUST-A,43277864960.00,396.00,Industrial,Shanghai,CHINA,CN,4.789473534,3.05,1.75,03/24/2020,01/22/2020,-10.93,2.42,2.62,2.56,2.51,1.89,2.08,1.95,2.18,2.13,2.16,2.00,1.97
LULU US Equity,LULULEMON ATH,43234045952.00,397.00,"Consumer, Cyclical",NASDAQ GS,CANADA,US,4.216216087,399.90,128.85,03/18/2020,09/02/2020,58.89,225.53,231.67,246.37,228.90,183.50,218.69,308.69,308.62,328.59,391.16,341.05,315.50
051910 KS Equity,LG CHEM LTD,43195449344.00,398.00,Basic Materials,Korea SE,SOUTH KOREA,KR,4.916666508,671.25,182.98,03/19/2020,08/27/2020,135.43,260.49,274.66,293.66,316.49,236.01,307.55,323.46,409.16,531.64,626.64,562.25,549.04
GMKN RM Equity,NORILSK NICKEL,43099668480.00,399.00,Basic Materials,MICEX Main,RUSSIA,RU,5,358.72,178.92,03/19/2020,03/10/2020,24.20,266.24,308.36,319.98,302.77,240.49,271.33,317.90,265.64,273.01,270.56,241.62,239.93
SCCO US Equity,SOUTHERN COPPER,42936487936.00,400.00,Basic Materials,New York,PERU,US,2.111111164,56.98,23.43,03/23/2020,11/09/2020,54.65,37.95,42.48,38.20,35.15,26.54,31.76,36.85,38.59,44.16,48.52,44.49,54.21
ROP US Equity,ROPER TECHNOLOGI,42774290432.00,401.00,Industrial,New York,UNITED STATES,US,3.714285612,455.72,240.00,03/16/2020,08/13/2020,17.67,353.87,354.23,379.71,361.02,293.66,339.38,387.77,389.69,435.20,436.41,393.48,380.94
ISP IM Equity,INTESA SANPAOLO,42426957824.00,402.00,Financial,BrsaItaliana,ITALY,IT,4.275862217,2.84,1.43,03/16/2020,02/18/2020,-21.01,2.52,2.63,2.53,2.39,1.57,1.56,1.76,1.90,2.01,2.15,1.86,1.72
EDF FP Equity,EDF,42415169536.00,403.00,Utilities,EN Paris,FRANCE,FR,4.099999905,15.12,6.39,03/19/2020,02/19/2020,30.68,10.38,11.13,12.57,14.36,7.49,7.99,9.00,9.29,10.09,10.48,10.78,11.78
600000 CH Equity,SHANG PUDONG-A,42306400256.00,404.00,Financial,Shanghai,CHINA,CN,3.882352829,1.84,1.38,11/02/2020,01/14/2020,-15.24,1.69,1.78,1.49,1.59,1.42,1.50,1.49,1.52,1.49,1.51,1.38,1.38
EXC US Equity,EXELON CORP,42210119680.00,405.00,Utilities,NASDAQ GS,UNITED STATES,US,4.199999809,50.54,29.28,03/23/2020,02/18/2020,-3.13,43.91,45.59,48.20,45.43,33.48,35.80,38.84,37.36,37.99,36.33,35.83,40.96
TWLO US Equity,TWILIO INC - A,42045169664.00,406.00,Technology,New York,UNITED STATES,US,4.653846264,341.70,68.06,03/16/2020,10/13/2020,187.03,97.65,98.28,128.18,111.48,84.93,107.98,199.00,227.77,286.33,273.24,256.96,273.38
LHX US Equity,L3HARRIS TECHNOL,42022408192.00,407.00,Industrial,New York,UNITED STATES,US,4.818181992,230.99,142.01,03/23/2020,02/10/2020,-1.47,194.27,197.87,220.89,202.05,177.17,189.46,196.12,170.49,167.88,177.72,172.69,170.40
NXPI US Equity,NXP SEMICONDUCTO,41959645184.00,408.00,Technology,NASDAQ GS,NETHERLANDS,NL,4.392857075,152.48,58.41,03/18/2020,11/09/2020,34.55,114.76,127.26,125.70,120.08,74.73,95.50,99.19,111.91,119.15,128.20,130.99,137.31
8316 JP Equity,SMFG,41671168000.00,409.00,Financial,Tokyo,JAPAN,JP,4.466666698,37.87,22.54,03/23/2020,12/18/2019,-15.04,36.76,37.17,35.59,32.08,24.24,25.64,28.73,28.02,26.91,29.49,27.64,28.27
002714 CH Equity,MUYUAN FOODSTU-A,41631801344.00,410.00,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.833333492,14.18,6.16,02/03/2020,07/15/2020,34.71,7.54,7.50,6.17,10.14,10.05,10.61,9.90,11.78,13.38,13.02,10.90,10.75
CTSH US Equity,COGNIZANT TECH-A,41595072512.00,411.00,Technology,NASDAQ GS,UNITED STATES,US,3.392857075,78.47,40.01,03/23/2020,11/16/2020,20.86,63.54,62.02,62.61,61.33,42.51,56.50,52.85,56.42,68.04,66.97,69.33,70.80
2914 JP Equity,JAPAN TOBACCO,41496207360.00,412.00,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3.470588207,23.40,16.74,07/31/2020,12/19/2019,-6.42,23.08,22.39,21.08,19.97,18.44,18.55,19.92,18.26,18.38,18.63,18.19,19.92
IFX GR Equity,INFINEON TECH,41455456256.00,413.00,Technology,Xetra,GERMANY,DE,4.088235378,33.29,10.83,03/19/2020,10/14/2020,42.14,21.16,22.78,21.49,21.14,13.66,18.49,21.34,23.16,25.61,27.93,30.40,28.31
KDP US Equity,KEURIG DR PEPPER,41443610624.00,414.00,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.176470757,31.47,18.98,03/18/2020,07/29/2020,0.74,30.52,28.95,28.68,28.26,23.66,25.90,28.36,28.67,29.92,29.95,28.01,27.04
MET US Equity,METLIFE INC,41424629760.00,415.00,Financial,New York,UNITED STATES,US,4.384615421,53.28,22.85,03/23/2020,02/12/2020,-3.03,49.35,50.97,49.69,44.56,27.90,34.68,36.37,35.51,37.30,38.50,37.26,38.70
BAX US Equity,BAXTER INTL INC,41366073344.00,416.00,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.578947544,95.19,69.10,03/16/2020,04/20/2020,-2.36,81.86,83.62,89.69,87.18,78.66,87.84,90.39,87.31,83.16,85.55,79.72,78.67
EPD US Equity,ENTERPRISE PRODU,41365594112.00,417.00,Energy,New York,UNITED STATES,US,4.923077106,29.22,10.27,03/18/2020,01/15/2020,-15.51,25.96,28.16,25.39,24.33,13.79,17.13,19.27,17.91,17.57,17.58,15.67,16.40
002304 CH Equity,JIANGSU YANGHE-A,41338507264.00,418.00,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.459459305,27.96,11.30,03/19/2020,11/10/2020,84.39,14.05,15.87,13.74,14.24,11.77,13.94,15.05,15.69,19.24,20.44,18.41,26.18
035420 KS Equity,NAVER CORP,41274077184.00,419.00,Communications,Korea SE,SOUTH KOREA,KR,4.972222328,292.11,107.40,03/19/2020,08/27/2020,66.12,144.58,161.33,148.93,146.91,131.75,161.33,193.59,223.93,263.31,273.68,254.90,251.61
8001 JP Equity,ITOCHU CORP,41239396352.00,420.00,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.636363506,26.97,17.76,03/17/2020,09/03/2020,18.47,22.36,23.33,23.28,22.54,19.99,19.73,21.66,21.35,22.13,26.05,25.44,24.24
IWD US Equity,ISHARES RUSSELL,41069228032.00,421.00,Funds,NYSE Arca,UNITED STATES,US,0,138.88,84.11,03/23/2020,02/12/2020,1.01,133.32,136.48,134.16,125.68,94.52,107.01,114.73,112.48,117.51,122.30,118.42,118.91
DLR US Equity,DIGITAL REALTY,40986677248.00,422.00,Financial,New York,UNITED STATES,US,4.230769157,165.49,105.00,03/23/2020,07/31/2020,21.28,119.26,119.74,123.14,130.49,134.48,145.92,142.44,147.39,160.66,153.56,147.25,145.95
ETISALAT UH Equity,ETISALAT,40867405824.00,423.00,Communications,Abu Dhabi,UAE,AE,3.333333254,4.71,3.00,03/17/2020,11/16/2020,7.34,4.44,4.45,4.38,4.08,3.89,4.22,4.33,4.52,4.53,4.51,4.52,4.58
PSA US Equity,PUBLIC STORAGE,40854188032.00,424.00,Financial,New York,UNITED STATES,US,2.733333349,240.75,155.37,03/23/2020,11/04/2020,11.20,209.03,212.96,224.18,219.25,196.62,184.36,204.77,199.16,195.84,213.40,226.26,232.81
