,Unnamed: 0,Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),02/12/2019,01/01/2020,03/02/2020,02/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,03/08/2020,01/09/2020,01/10/2020,02/11/2020,ratio_yearvar_meanprice,performance category,Value category,performance category_2
354,354,SPOT US Equity,SPOTIFY TECHNOLO,46609756160.0,355.0,Communications,New York,SWEDEN,LU,3.625,299.67,109.18,03/16/2020,07/22/2020,82.48,142.53,149.55,146.5,139.34,121.61,144.84,182.71,258.9,254.43,291.75,250.19,231.6,0.9878692279435598,pos_performers,High Value,4_high_positive_performance
355,355,EMR US Equity,EMERSON ELEC CO,46606192640.0,356.0,Industrial,New York,UNITED STATES,US,3.692307711,78.38,37.75,03/23/2020,01/17/2020,8.62,73.36,76.26,72.6,66.3,45.7,53.79,60.4,61.21,62.77,70.13,64.63,67.96,0.629020397104927,pos_performers,High Value,3_moderate_positive_performance
356,356,DD US Equity,DUPONT DE NEMOUR,46540742656.0,357.0,Basic Materials,New York,UNITED STATES,US,4.782608509,66.96,28.33,03/23/2020,11/18/2019,-3.84,64.86,64.2,51.81,44.95,32.52,45.07,50.88,52.32,52.46,57.26,54.53,58.8,0.7362068417876315,neg_performers,High Value,2_moderate_negative_performance
357,357,AMXL MM Equity,AMERICA MOVIL-L,46423429120.0,358.0,Communications,BMV Mexico,MEXICO,MX,4.466666698,0.9,0.51,04/16/2020,03/04/2020,-2.91,0.75,0.8,0.83,0.81,0.56,0.59,0.69,0.64,0.63,0.62,0.61,0.6,0.5756457564575647,neg_performers,High Value,2_moderate_negative_performance
358,358,3328 HK Equity,BANKCOMM-H,46156230656.0,359.0,Financial,Hong Kong,CHINA,CN,3.555555582,0.73,0.47,09/24/2020,01/03/2020,-15.46,0.66,0.71,0.64,0.65,0.6,0.63,0.62,0.62,0.55,0.52,0.48,0.51,0.4339360222531294,neg_performers,High Value,2_moderate_negative_performance
359,359,600104 CH Equity,SAIC MOTOR-A,46153625600.0,360.0,"Consumer, Cyclical",Shanghai,CHINA,CN,4.536585331,4.36,2.39,07/01/2020,11/06/2020,25.27,3.29,3.43,2.92,3.33,2.78,2.68,2.57,2.44,2.63,2.79,2.82,3.6,0.6700680272108844,pos_performers,High Value,4_high_positive_performance
360,360,ABX CN Equity,BARRICK GOLD CRP,45945577472.0,361.0,Basic Materials,Toronto,CANADA,CA,4.360000134,31.3,12.53,03/16/2020,08/18/2020,41.1,16.89,18.58,18.31,19.86,18.91,26.88,24.71,26.9,28.88,29.35,28.22,27.11,0.7914265635980324,pos_performers,High Value,4_high_positive_performance
361,361,7741 JP Equity,HOYA CORP,45897711616.0,362.0,Industrial,Tokyo,JAPAN,JP,4.411764622,124.55,71.87,03/13/2020,11/09/2020,29.5,91.94,96.18,97.45,91.23,85.56,90.48,95.32,94.35,97.75,100.22,112.36,116.31,0.5407005089167343,pos_performers,High Value,4_high_positive_performance
362,362,DBS SP Equity,DBS GROUP HLDGS,45824069632.0,363.0,Financial,Singapore,SINGAPORE,SG,4.449999809,19.63,11.42,03/23/2020,11/18/2019,-1.26,18.39,19.22,18.19,17.31,12.64,14.09,13.96,15.1,14.13,15.34,14.97,15.09,0.522846680464894,neg_performers,High Value,2_moderate_negative_performance
363,363,VOD LN Equity,VODAFONE GROUP,45446111232.0,364.0,Communications,London,BRITAIN,GB,4.423077106,2.07,1.12,03/17/2020,11/27/2019,-16.01,1.92,1.95,1.96,1.71,1.36,1.38,1.69,1.6,1.53,1.44,1.31,1.37,0.5931321540062434,neg_performers,High Value,2_moderate_negative_performance
364,364,207940 KS Equity,SAMSUNG BIOLOGIC,45330374656.0,365.0,"Consumer, Non-cyclical",Korea SE,SOUTH KOREA,KR,4.625,721.62,280.04,03/19/2020,06/15/2020,100.0,328.78,374.57,402.31,392.04,365.74,474.6,513.78,626.01,616.2,658.69,593.2,615.14,0.8889291501846988,pos_performers,High Value,5_Very_high_positive_performance
365,365,CP CN Equity,CANADIAN PACIFIC,45262843904.0,366.0,Industrial,Toronto,CANADA,CA,4.0,339.03,173.14,03/18/2020,11/16/2020,41.08,235.65,254.93,265.53,253.04,209.81,221.43,248.83,254.29,274.82,296.1,301.69,313.16,0.6361463339809796,pos_performers,High Value,4_high_positive_performance
366,366,TAL US Equity,TAL EDUCATIO-ADR,45132599296.0,367.0,"Consumer, Non-cyclical",New York,CHINA,KY,4.729729652,83.68,43.11,11/25/2019,09/02/2020,68.43,44.69,48.2,55.29,58.0,51.57,49.9,61.03,69.95,80.97,78.2,76.74,66.34,0.6571104632329123,pos_performers,High Value,4_high_positive_performance
367,367,ICICIBC IN Equity,ICICI BANK LTD,45103120384.0,368.0,Financial,Natl India,INDIA,IN,4.962963104,7.75,3.53,03/24/2020,12/30/2019,-2.99,7.13,7.52,7.23,6.97,4.06,5.01,4.49,4.82,4.56,5.35,5.04,5.6,0.7471230451460609,neg_performers,High Value,2_moderate_negative_performance
368,368,REL LN Equity,RELX PLC,44955676672.0,369.0,"Consumer, Non-cyclical",London,BRITAIN,GB,3.565217495,27.24,16.49,03/16/2020,02/19/2020,-2.55,23.77,25.26,26.23,24.15,20.6,22.5,23.66,23.32,21.78,22.32,22.21,20.24,0.4673235762932909,neg_performers,High Value,2_moderate_negative_performance
369,369,RKT US Equity,ROCKET COS INC-A,44947836928.0,370.0,Financial,New York,UNITED STATES,US,3.714285612,34.42,17.5,08/06/2020,09/02/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.71,22.66,18.93,2.808298755186722,no_data,High Value,no data
370,370,ABEV3 BZ Equity,AMBEV SA,44821581824.0,371.0,"Consumer, Non-cyclical",B3 Day,BRAZIL,BR,3.470588207,4.82,1.86,03/19/2020,01/14/2020,-14.48,4.26,4.64,4.15,3.28,2.22,2.07,2.34,2.7,2.58,2.37,2.25,2.12,1.0154373927958835,neg_performers,High Value,2_moderate_negative_performance
371,371,LKOH RM Equity,LUKOIL,44793323520.0,372.0,Energy,MICEX Main,RUSSIA,RU,4.529411793,109.89,45.57,03/19/2020,01/22/2020,-11.0,95.93,99.58,103.39,83.35,59.32,63.95,76.75,75.13,68.7,67.18,56.88,51.65,0.855878732770761,neg_performers,High Value,2_moderate_negative_performance
372,372,603259 CH Equity,WUXI APPTEC CO-A,44737536000.0,373.0,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.90625,18.42,8.58,03/19/2020,11/11/2020,55.68,8.92,9.45,9.36,11.3,9.1,10.29,10.93,13.4,16.18,15.77,14.95,17.05,0.8049079754601227,pos_performers,High Value,4_high_positive_performance
373,373,1876 HK Equity,BUDWEISER BREWIN,44672528384.0,374.0,"Consumer, Non-cyclical",Hong Kong,HONG KONG,KY,4.5500001910000005,3.77,2.32,04/06/2020,11/18/2019,-5.28,3.6,3.37,3.05,2.98,2.5,2.73,2.87,2.91,3.57,3.3,2.9,2.82,0.4754098360655738,neg_performers,High Value,2_moderate_negative_performance
374,374,BN FP Equity,DANONE,44668616704.0,375.0,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,4.060606003,84.01,53.66,10/29/2020,11/18/2019,-26.65,81.11,82.87,80.47,70.55,61.79,69.51,68.89,68.58,66.76,65.06,64.9,55.58,0.43560945853816074,neg_performers,High Value,1_high_negative_performance
375,375,LVS US Equity,LAS VEGAS SANDS,44592287744.0,376.0,"Consumer, Cyclical",New York,UNITED STATES,US,4.444444656,74.29,33.3,03/18/2020,01/17/2020,-2.49,62.69,69.04,66.56,58.26,40.3,45.61,49.03,45.04,44.0,49.65,46.22,49.17,0.7862909026967407,neg_performers,High Value,2_moderate_negative_performance
376,376,PRU LN Equity,PRUDENTIAL PLC,44558278656.0,377.0,Financial,London,BRITAIN,GB,3.904761791,19.53,7.89,03/19/2020,02/20/2020,-0.84,17.46,19.21,17.79,16.27,11.76,13.3,13.58,15.2,15.07,15.99,14.28,12.36,0.7663356558951006,neg_performers,High Value,2_moderate_negative_performance
377,377,KNEBV FH Equity,KONE OYJ-B,44453842944.0,378.0,Industrial,Helsinki,FINLAND,FI,2.441176414,89.44,47.3,03/16/2020,09/29/2020,28.09,61.8,65.36,64.3,56.41,56.2,60.79,67.67,68.82,81.3,86.38,86.8,80.68,0.6045116017740374,pos_performers,High Value,4_high_positive_performance
378,378,AEP US Equity,AMERICAN ELECTRI,44282908672.0,379.0,Utilities,NASDAQ GS,UNITED STATES,US,4.1578946110000015,104.97,65.14,03/23/2020,02/04/2020,-6.11,90.28,94.51,104.22,95.09,74.57,81.39,86.14,82.0,85.77,77.82,83.06,91.23,0.45690578158458245,neg_performers,High Value,2_moderate_negative_performance
379,379,BMO CN Equity,BANK OF MONTREAL,44255354880.0,380.0,Financial,Toronto,CANADA,CA,3.3846154210000003,80.03,38.46,03/23/2020,01/22/2020,-4.01,75.73,77.5,75.67,69.04,47.21,48.67,50.81,53.21,54.67,62.7,57.98,59.99,0.6803786246215118,neg_performers,High Value,2_moderate_negative_performance
380,380,000568 CH Equity,LUZHOU LAOJIAO-A,44228087808.0,381.0,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.685714245,30.63,9.13,03/19/2020,11/16/2020,125.93,11.61,12.45,10.59,11.18,10.4,11.21,12.52,14.18,16.83,21.64,21.14,26.59,1.430631030276145,pos_performers,High Value,5_Very_high_positive_performance
381,381,2963 HK Equity,WUXI BIOLOGICS C,44227796992.0,382.0,"Consumer, Non-cyclical",Hong Kong,CHINA,KY,4.818181992,11.05,3.62,11/18/2019,11/16/2020,179.7,3.72,4.22,4.28,5.0,4.54,5.2,5.47,6.1,6.96,8.53,8.11,9.28,1.248564626802969,pos_performers,High Value,5_Very_high_positive_performance
382,382,MNST US Equity,MONSTER BEVERAGE,44123283456.0,383.0,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.0,88.4,50.06,03/20/2020,11/09/2020,42.98,59.81,63.55,67.42,64.77,53.1,59.52,72.59,69.03,77.84,84.84,81.48,77.92,0.5530671859785784,pos_performers,High Value,4_high_positive_performance
383,383,NG/ LN Equity,NATIONAL GRID PL,44115005440.0,384.0,Utilities,London,BRITAIN,GB,4.3000001910000005,13.9,9.16,03/24/2020,02/19/2020,9.33,11.37,12.52,13.12,12.89,11.3,11.64,11.58,12.37,12.0,11.16,11.73,11.93,0.3960726968874034,pos_performers,High Value,3_moderate_positive_performance
384,384,600309 CH Equity,WANHUA CHEMIC-A,44033265664.0,385.0,Basic Materials,Shanghai,CHINA,CN,4.6666665080000005,14.08,5.3,03/23/2020,11/16/2020,102.78,7.0,8.07,6.91,7.21,5.83,6.37,6.72,7.36,9.68,10.88,10.2,11.89,1.0737871993477375,pos_performers,High Value,5_Very_high_positive_performance
385,385,ANZ AU Equity,AUST AND NZ BANK,43939508224.0,386.0,Financial,ASE,AUSTRALIA,AU,4.333333492,18.09,8.18,03/23/2020,02/21/2020,-7.39,17.03,17.28,16.91,15.9,10.38,10.12,12.24,13.06,12.25,13.11,12.49,13.56,0.723665794438021,neg_performers,High Value,2_moderate_negative_performance
386,386,GD US Equity,GENERAL DYNAMICS,43886649344.0,387.0,Industrial,New York,UNITED STATES,US,3.954545498,190.08,100.55,03/23/2020,02/13/2020,-16.55,177.99,176.35,176.62,165.03,127.4,127.8,147.27,147.14,147.72,150.19,138.22,136.09,0.5910156121068094,neg_performers,High Value,2_moderate_negative_performance
387,387,HEN3 GR Equity,HENKEL AG -PFD,43844268032.0,388.0,"Consumer, Non-cyclical",Xetra,GERMANY,DE,3.033333302,112.48,66.82,03/18/2020,12/02/2019,-5.64,104.19,103.39,102.56,94.36,76.47,88.52,89.82,94.64,98.79,102.25,105.14,98.47,0.4729155877783533,neg_performers,High Value,2_moderate_negative_performance
388,388,TAQA UH Equity,ABU DHABI NATION,43773747200.0,389.0,Utilities,Abu Dhabi,UAE,AE,1.0,0.48,0.11,01/06/2020,11/08/2020,160.34,0.16,0.14,0.15,0.18,0.16,0.19,0.18,0.18,0.39,0.4,0.38,0.38,1.5363321799307958,pos_performers,High Value,5_Very_high_positive_performance
389,389,601601 CH Equity,CHINA PACIFIC-A,43633946624.0,390.0,Financial,Shanghai,CHINA,CN,4.324324131,5.75,3.66,03/23/2020,01/03/2020,1.27,4.9,5.43,4.67,4.65,3.94,4.36,4.05,4.0,4.31,4.52,4.6,4.67,0.4635859519408502,pos_performers,High Value,3_moderate_positive_performance
390,390,601816 CH Equity,BEIJING-SHANGH-A,43516059648.0,391.0,Industrial,Shanghai,CHINA,CN,4.8125,1.18,0.82,10/22/2020,02/10/2020,0.0,0.0,0.0,0.9,1.02,0.87,0.92,0.89,0.89,0.9,0.91,0.86,0.83,0.48053392658509453,no_data,High Value,no data
391,391,6066 HK Equity,CSC FINANCIAL-H,43479502848.0,392.0,Financial,Hong Kong,CHINA,CN,4.0,1.77,0.67,12/03/2019,07/06/2020,90.11,0.68,0.86,0.79,0.91,0.8,0.92,0.95,1.13,1.52,1.48,1.4,1.25,1.0401891252955082,pos_performers,High Value,4_high_positive_performance
392,392,914 HK Equity,CONCH CEMENT-H,43436855296.0,393.0,Industrial,Hong Kong,CHINA,CN,4.774193764,8.01,5.75,03/19/2020,08/04/2020,10.1,6.49,7.29,6.44,7.74,6.97,7.87,7.59,6.73,7.88,7.34,6.88,6.22,0.3174157303370786,pos_performers,High Value,3_moderate_positive_performance
393,393,300015 CH Equity,AIER EYE HSPTL-A,43431714816.0,394.0,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.925925732,10.64,3.71,03/23/2020,11/10/2020,78.58,4.37,4.37,4.03,4.64,4.22,4.83,5.66,6.15,6.71,7.87,7.57,9.59,1.1878303099557206,pos_performers,High Value,4_high_positive_performance
394,394,ILMN US Equity,ILLUMINA INC,43322580992.0,395.0,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.210526228,404.2,196.78,03/18/2020,08/05/2020,-3.86,319.67,331.74,293.41,278.28,256.46,305.88,365.41,368.55,397.86,347.84,309.61,292.88,0.6435635628388736,neg_performers,High Value,2_moderate_negative_performance
395,395,601138 CH Equity,FOXCONN INDUST-A,43277864960.0,396.0,Industrial,Shanghai,CHINA,CN,4.789473534,3.05,1.75,03/24/2020,01/22/2020,-10.93,2.42,2.62,2.56,2.51,1.89,2.08,1.95,2.18,2.13,2.16,2.0,1.97,0.5893464299206649,neg_performers,High Value,2_moderate_negative_performance
396,396,LULU US Equity,LULULEMON ATH,43234045952.0,397.0,"Consumer, Cyclical",NASDAQ GS,CANADA,US,4.216216087,399.9,128.85,03/18/2020,09/02/2020,58.89,225.53,231.67,246.37,228.9,183.5,218.69,308.69,308.62,328.59,391.16,341.05,315.5,0.9772644647219123,pos_performers,High Value,4_high_positive_performance
397,397,051910 KS Equity,LG CHEM LTD,43195449344.0,398.0,Basic Materials,Korea SE,SOUTH KOREA,KR,4.9166665080000005,671.25,182.98,03/19/2020,08/27/2020,135.43,260.49,274.66,293.66,316.49,236.01,307.55,323.46,409.16,531.64,626.64,562.25,549.04,1.2490252715276962,pos_performers,High Value,5_Very_high_positive_performance
398,398,GMKN RM Equity,NORILSK NICKEL,43099668480.0,399.0,Basic Materials,MICEX Main,RUSSIA,RU,5.0,358.72,178.92,03/19/2020,03/10/2020,24.2,266.24,308.36,319.98,302.77,240.49,271.33,317.9,265.64,273.01,270.56,241.62,239.93,0.6503045665389732,pos_performers,High Value,4_high_positive_performance
399,399,SCCO US Equity,SOUTHERN COPPER,42936487936.0,400.0,Basic Materials,New York,PERU,US,2.111111164,56.98,23.43,03/23/2020,11/09/2020,54.65,37.95,42.48,38.2,35.15,26.54,31.76,36.85,38.59,44.16,48.52,44.49,54.21,0.8406765504280644,pos_performers,High Value,4_high_positive_performance
400,400,ROP US Equity,ROPER TECHNOLOGI,42774290432.0,401.0,Industrial,New York,UNITED STATES,US,3.714285612,455.72,240.0,03/16/2020,08/13/2020,17.67,353.87,354.23,379.71,361.02,293.66,339.38,387.77,389.69,435.2,436.41,393.48,380.94,0.5745689578635227,pos_performers,High Value,3_moderate_positive_performance
401,401,ISP IM Equity,INTESA SANPAOLO,42426957824.0,402.0,Financial,BrsaItaliana,ITALY,IT,4.275862217,2.84,1.43,03/16/2020,02/18/2020,-21.01,2.52,2.63,2.53,2.39,1.57,1.56,1.76,1.9,2.01,2.15,1.86,1.72,0.6878048780487807,neg_performers,High Value,1_high_negative_performance
402,402,EDF FP Equity,EDF,42415169536.0,403.0,Utilities,EN Paris,FRANCE,FR,4.099999905,15.12,6.39,03/19/2020,02/19/2020,30.68,10.38,11.13,12.57,14.36,7.49,7.99,9.0,9.29,10.09,10.48,10.78,11.78,0.835806606031594,pos_performers,High Value,4_high_positive_performance
403,403,600000 CH Equity,SHANG PUDONG-A,42306400256.0,404.0,Financial,Shanghai,CHINA,CN,3.882352829,1.84,1.38,11/02/2020,01/14/2020,-15.24,1.69,1.78,1.49,1.59,1.42,1.5,1.49,1.52,1.49,1.51,1.38,1.38,0.3026315789473686,neg_performers,High Value,2_moderate_negative_performance
404,404,EXC US Equity,EXELON CORP,42210119680.0,405.0,Utilities,NASDAQ GS,UNITED STATES,US,4.199999809,50.54,29.28,03/23/2020,02/18/2020,-3.13,43.91,45.59,48.2,45.43,33.48,35.8,38.84,37.36,37.99,36.33,35.83,40.96,0.5318102226298673,neg_performers,High Value,2_moderate_negative_performance
405,405,TWLO US Equity,TWILIO INC - A,42045169664.0,406.0,Technology,New York,UNITED STATES,US,4.653846263999999,341.7,68.06,03/16/2020,10/13/2020,187.03,97.65,98.28,128.18,111.48,84.93,107.98,199.0,227.77,286.33,273.24,256.96,273.38,1.5307246944312365,pos_performers,High Value,5_Very_high_positive_performance
406,406,LHX US Equity,L3HARRIS TECHNOL,42022408192.0,407.0,Industrial,New York,UNITED STATES,US,4.818181992,230.99,142.01,03/23/2020,02/10/2020,-1.47,194.27,197.87,220.89,202.05,177.17,189.46,196.12,170.49,167.88,177.72,172.69,170.4,0.4773157026566713,neg_performers,High Value,2_moderate_negative_performance
407,407,NXPI US Equity,NXP SEMICONDUCTO,41959645184.0,408.0,Technology,NASDAQ GS,NETHERLANDS,NL,4.392857075,152.48,58.41,03/18/2020,11/09/2020,34.55,114.76,127.26,125.7,120.08,74.73,95.5,99.19,111.91,119.15,128.2,130.99,137.31,0.815176417914759,pos_performers,High Value,4_high_positive_performance
408,408,8316 JP Equity,SMFG,41671168000.0,409.0,Financial,Tokyo,JAPAN,JP,4.466666698,37.87,22.54,03/23/2020,12/18/2019,-15.04,36.76,37.17,35.59,32.08,24.24,25.64,28.73,28.02,26.91,29.49,27.64,28.27,0.5102346480279579,neg_performers,High Value,2_moderate_negative_performance
409,409,002714 CH Equity,MUYUAN FOODSTU-A,41631801344.0,410.0,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.833333492,14.18,6.16,02/03/2020,07/15/2020,34.71,7.54,7.5,6.17,10.14,10.05,10.61,9.9,11.78,13.38,13.02,10.9,10.75,0.7905372104484968,pos_performers,High Value,4_high_positive_performance
410,410,CTSH US Equity,COGNIZANT TECH-A,41595072512.0,411.0,Technology,NASDAQ GS,UNITED STATES,US,3.392857075,78.47,40.01,03/23/2020,11/16/2020,20.86,63.54,62.02,62.61,61.33,42.51,56.5,52.85,56.42,68.04,66.97,69.33,70.8,0.6297003765758882,pos_performers,High Value,4_high_positive_performance
411,411,2914 JP Equity,JAPAN TOBACCO,41496207360.0,412.0,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3.470588207,23.4,16.74,07/31/2020,12/19/2019,-6.42,23.08,22.39,21.08,19.97,18.44,18.55,19.92,18.26,18.38,18.63,18.19,19.92,0.33748574806807147,neg_performers,High Value,2_moderate_negative_performance
412,412,IFX GR Equity,INFINEON TECH,41455456256.0,413.0,Technology,Xetra,GERMANY,DE,4.088235378,33.29,10.83,03/19/2020,10/14/2020,42.14,21.16,22.78,21.49,21.14,13.66,18.49,21.34,23.16,25.61,27.93,30.4,28.31,0.9784005517842235,pos_performers,High Value,4_high_positive_performance
413,413,KDP US Equity,KEURIG DR PEPPER,41443610624.0,414.0,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.176470757,31.47,18.98,03/18/2020,07/29/2020,0.74,30.52,28.95,28.68,28.26,23.66,25.9,28.36,28.67,29.92,29.95,28.01,27.04,0.44353693181818166,pos_performers,High Value,3_moderate_positive_performance
414,414,MET US Equity,METLIFE INC,41424629760.0,415.0,Financial,New York,UNITED STATES,US,4.384615421,53.28,22.85,03/23/2020,02/12/2020,-3.03,49.35,50.97,49.69,44.56,27.9,34.68,36.37,35.51,37.3,38.5,37.26,38.7,0.7594999896004493,neg_performers,High Value,2_moderate_negative_performance
415,415,BAX US Equity,BAXTER INTL INC,41366073344.0,416.0,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.578947544,95.19,69.1,03/16/2020,04/20/2020,-2.36,81.86,83.62,89.69,87.18,78.66,87.84,90.39,87.31,83.16,85.55,79.72,78.67,0.3088640063138165,neg_performers,High Value,2_moderate_negative_performance
416,416,EPD US Equity,ENTERPRISE PRODU,41365594112.0,417.0,Energy,New York,UNITED STATES,US,4.923077106,29.22,10.27,03/18/2020,01/15/2020,-15.51,25.96,28.16,25.39,24.33,13.79,17.13,19.27,17.91,17.57,17.58,15.67,16.4,0.9508278976417462,neg_performers,High Value,2_moderate_negative_performance
417,417,002304 CH Equity,JIANGSU YANGHE-A,41338507264.0,418.0,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.459459305,27.96,11.3,03/19/2020,11/10/2020,84.39,14.05,15.87,13.74,14.24,11.77,13.94,15.05,15.69,19.24,20.44,18.41,26.18,1.0065451616151446,pos_performers,High Value,4_high_positive_performance
418,418,035420 KS Equity,NAVER CORP,41274077184.0,419.0,Communications,Korea SE,SOUTH KOREA,KR,4.972222328,292.11,107.4,03/19/2020,08/27/2020,66.12,144.58,161.33,148.93,146.91,131.75,161.33,193.59,223.93,263.31,273.68,254.9,251.61,0.940857864465055,pos_performers,High Value,4_high_positive_performance
419,419,8001 JP Equity,ITOCHU CORP,41239396352.0,420.0,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.636363506,26.97,17.76,03/17/2020,09/03/2020,18.47,22.36,23.33,23.28,22.54,19.99,19.73,21.66,21.35,22.13,26.05,25.44,24.24,0.40617420066152143,pos_performers,High Value,3_moderate_positive_performance
420,420,IWD US Equity,ISHARES RUSSELL,41069228032.0,421.0,Funds,NYSE Arca,UNITED STATES,US,0.0,138.88,84.11,03/23/2020,02/12/2020,1.01,133.32,136.48,134.16,125.68,94.52,107.01,114.73,112.48,117.51,122.3,118.42,118.91,0.45784106107891215,pos_performers,High Value,3_moderate_positive_performance
421,421,DLR US Equity,DIGITAL REALTY,40986677248.0,422.0,Financial,New York,UNITED STATES,US,4.230769157,165.49,105.0,03/23/2020,07/31/2020,21.28,119.26,119.74,123.14,130.49,134.48,145.92,142.44,147.39,160.66,153.56,147.25,145.95,0.43458581794669154,pos_performers,High Value,4_high_positive_performance
422,422,ETISALAT UH Equity,ETISALAT,40867405824.0,423.0,Communications,Abu Dhabi,UAE,AE,3.333333254,4.71,3.0,03/17/2020,11/16/2020,7.34,4.44,4.45,4.38,4.08,3.89,4.22,4.33,4.52,4.53,4.51,4.52,4.58,0.39122974261201143,pos_performers,High Value,3_moderate_positive_performance
423,423,PSA US Equity,PUBLIC STORAGE,40854188032.0,424.0,Financial,New York,UNITED STATES,US,2.733333349,240.75,155.37,03/23/2020,11/04/2020,11.2,209.03,212.96,224.18,219.25,196.62,184.36,204.77,199.16,195.84,213.4,226.26,232.81,0.406790966553378,pos_performers,High Value,3_moderate_positive_performance
424,424,TRI CN Equity,THOMSON REUTERS,40824520704.0,425.0,Communications,Toronto,CANADA,CA,3.133333445,89.16,52.36,03/23/2020,11/09/2020,13.68,70.06,71.54,80.77,76.21,65.33,69.03,68.18,67.92,69.73,77.77,80.44,78.89,0.5041844109285625,pos_performers,High Value,3_moderate_positive_performance
425,425,COP US Equity,CONOCOPHILLIPS,40667811840.0,426.0,Energy,New York,UNITED STATES,US,4.7916665080000005,67.13,20.84,03/18/2020,01/03/2020,-28.15,60.37,65.03,59.18,49.23,29.62,39.14,43.39,40.74,36.71,37.16,32.43,30.23,1.0616363740611203,neg_performers,High Value,1_high_negative_performance
426,426,VCIT US Equity,VANGUARD INT TER,40649146368.0,427.0,Funds,NASDAQ GM,UNITED STATES,US,0.0,97.19,78.82,03/19/2020,08/07/2020,9.1,90.92,91.33,93.01,93.76,86.25,90.78,93.37,95.12,96.79,96.4,95.85,95.45,0.19699203774697735,pos_performers,High Value,3_moderate_positive_performance
427,427,ERICB SS Equity,ERICSSON LM-B,40544432128.0,428.0,Communications,Stockholm,SWEDEN,SE,4.233333111,12.58,6.11,03/16/2020,10/22/2020,20.56,8.95,8.71,7.88,8.04,7.84,8.65,9.22,9.25,11.71,11.55,10.78,11.25,0.6820697531406483,pos_performers,High Value,4_high_positive_performance
428,428,COF US Equity,CAPITAL ONE FINA,40530214912.0,429.0,Financial,New York,UNITED STATES,US,4.25,107.59,38.0,03/18/2020,01/22/2020,-11.29,99.23,102.91,99.75,91.47,44.68,61.58,68.99,60.7,63.49,68.58,72.93,75.68,0.9176804140704841,neg_performers,High Value,2_moderate_negative_performance
429,429,TRP CN Equity,TC ENERGY CORP,40373747712.0,430.0,Energy,Toronto,CANADA,CA,4.615384579,57.99,32.33,03/18/2020,02/21/2020,-14.01,50.49,53.26,54.49,53.23,40.69,44.01,44.8,42.71,45.55,46.72,41.59,38.9,0.5533750269570843,neg_performers,High Value,2_moderate_negative_performance
430,430,RACE US Equity,FERRARI NV,40272093184.0,431.0,"Consumer, Cyclical",New York,ITALY,NL,3.869565248,213.48,127.73,03/16/2020,11/09/2020,31.44,165.11,165.54,170.25,161.21,148.45,148.99,169.45,171.94,186.45,195.57,184.6,183.18,0.5017700927470083,pos_performers,High Value,4_high_positive_performance
431,431,WES AU Equity,WESFARMERS LTD,40143667200.0,432.0,"Consumer, Cyclical",ASE,AUSTRALIA,AU,2.857142925,36.24,17.25,03/23/2020,08/27/2020,20.7,28.86,29.05,30.16,26.52,21.72,23.33,27.58,31.15,32.66,34.74,32.02,32.56,0.6504352790067077,pos_performers,High Value,4_high_positive_performance
432,432,MAR US Equity,MARRIOTT INTL-A,40139292672.0,433.0,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,3.559999943,153.39,46.56,03/18/2020,12/27/2019,-9.92,140.43,151.43,141.48,122.96,69.15,84.75,95.03,86.62,83.52,103.09,94.35,92.9,1.0128386439231734,neg_performers,High Value,2_moderate_negative_performance
433,433,2317 TT Equity,HON HAI,40131883008.0,434.0,Industrial,Taiwan,TAIWAN,TW,4.5,3.12,2.16,03/19/2020,01/20/2020,-5.64,2.9,3.04,2.71,2.63,2.31,2.59,2.55,2.91,2.62,2.62,2.67,2.74,0.35676680086714146,neg_performers,High Value,2_moderate_negative_performance
434,434,7182 JP Equity,JAPAN POST BANK,40103718912.0,435.0,Financial,Tokyo,JAPAN,JP,2.5,9.95,7.41,07/31/2020,12/09/2019,-11.2,9.81,9.66,9.35,8.85,8.94,9.29,8.2,7.47,7.59,8.08,7.78,8.09,0.2956066336921733,neg_performers,High Value,2_moderate_negative_performance
435,435,DOW US Equity,DOW INC,39968681984.0,436.0,Basic Materials,New York,UNITED STATES,US,3.192307711,55.75,21.95,03/16/2020,11/26/2019,10.43,53.16,54.73,46.74,41.42,27.04,33.93,38.61,40.75,40.09,47.27,46.11,47.82,0.7835107307744313,pos_performers,High Value,3_moderate_positive_performance
